0x13e	0x153	0x14e++0	32
0x144	0x153	0x10e++32	32
0x1bc	0x1d1	0x1cc++0	32
0x1c2	0x1d1	0x18c++32	32
0x20d	0x320	0x201++64	32
0x213	0x320	0x201++96	32
0x219	0x320	0x201++128	32
0x21f	0x320	0x201++160	32
0x229	0x320	0x201++192	32
0x22f	0x320	0x201++224	32
0x235	0x320	0x201++256	32
0x23b	0x320	0x201++288	32
0x243	0x320	0x31b++0	32
0x249	0x320	0x201++320	32
0x2a9	0x320	0x201++32	32
0x369	0x3a5	0x3a0++0	32
0x36f	0x3a5	0x365++32	32
0x375	0x3a5	0x365++64	32
0x37b	0x3a5	0x365++96	32
0x381	0x3a5	0x365++128	32
0x387	0x3a5	0x365++160	32
0x391	0x3a5	0x365++192	32
0x425	0x43a	0x435++0	32
0x42b	0x43a	0x3f5++32	32
0x4d5	0x51c	0x517++0	4
0x4e2	0x51c	0x4b2++4	32
0x4e6	0x51c	0x4b2++36	32
0x50d	0x51c	0x4b2++68	32
0x584	0x589	0x0	32
0x5ab	0x5b0	0x0	32
0x60a	0x60f	0x0	32
0x636	0x63b	0x0	32
0x679	0x67e	0x0	32
0x707	0x74e	0x749++0	4
0x714	0x74e	0x6e4++4	32
0x718	0x74e	0x6e4++36	32
0x73f	0x74e	0x6e4++68	32
0x78b	0x7d2	0x7cd++0	4
0x798	0x7d2	0x768++4	32
0x79c	0x7d2	0x768++36	32
0x7c3	0x7d2	0x768++68	32
0x80a	0x877	0x872++0	4
0x817	0x877	0x7e7++4	32
0x81b	0x877	0x7e7++36	32
0x842	0x877	0x7e7++68	32
0x868	0x877	0x7e7++100	32
0x8c4	0x8c9	0x0	32
0x922	0x927	0x0	32
0x974	0x9ab	0x954++0	32
0x97a	0x9f2	0x954++32	32
0x992	0x997	0x0	32
0xa7e	0xac5	0xac0++0	4
0xa8b	0xac5	0xa5b++4	32
0xa8f	0xac5	0xa5b++36	32
0xab6	0xac5	0xa5b++68	32
0xad9	0xade	0x0	32
0xb1a	0xb1f	0x0	32
0xb65	0xbac	0xba7++0	4
0xb72	0xbac	0xb42++4	32
0xb76	0xbac	0xb42++36	32
0xb9d	0xbac	0xb42++68	32
0xbe9	0xc30	0xc2b++0	4
0xbf6	0xc30	0xbc6++4	32
0xbfa	0xc30	0xbc6++36	32
0xc21	0xc30	0xbc6++68	32
0xc68	0xcd5	0xcd0++0	4
0xc75	0xcd5	0xc45++4	32
0xc79	0xcd5	0xc45++36	32
0xca0	0xcd5	0xc45++68	32
0xcc6	0xcd5	0xc45++100	32
0xd22	0xd27	0x0	32
0xd80	0xd85	0x0	32
0xdd2	0xe09	0xdb2++0	32
0xdd8	0xe50	0xdb2++32	32
0xdf0	0xdf5	0x0	32
0xedc	0xf23	0xf1e++0	4
0xee9	0xf23	0xeb9++4	32
0xeed	0xf23	0xeb9++36	32
0xf14	0xf23	0xeb9++68	32
0xf37	0xf3c	0x0	32
0xf78	0xf7d	0x0	32
0x100c	0x1053	0x104e++0	4
0x1019	0x1053	0xfe9++4	32
0x101d	0x1053	0xfe9++36	32
0x1044	0x1053	0xfe9++68	32
0x111b	0x1162	0x115d++0	4
0x1128	0x1162	0x10f8++4	32
0x112c	0x1162	0x10f8++36	32
0x1153	0x1162	0x10f8++68	32
0x11bf	0x1255	0x40	32
0x11c6	0x247	0x11b9++0	32
0x11c6	0x250	0x11b9++0	32
0x1206	0x120b	0x0	32
0x125b	0x201	0x40	32
0x125b	0x31b	0x40	32
0x1262	0x2ad	0x1255++0	32
0x1262	0x2b6	0x1255++0	32
0x12a2	0x12a7	0x0	32
0x1380	0x1385	0x0	32
0x13dd	0x13e2	0x0	32
0x1439	0x143e	0x0	32
0x1496	0x149b	0x0	32
0x14f2	0x14f7	0x0	32
0x154f	0x1554	0x0	32
0x15cf	0x1616	0x1611++0	4
0x15dc	0x1616	0x15ac++4	32
0x15e0	0x1616	0x15ac++36	32
0x1607	0x1616	0x15ac++68	32
0x1653	0x169a	0x1695++0	4
0x1660	0x169a	0x1630++4	32
0x1664	0x169a	0x1630++36	32
0x168b	0x169a	0x1630++68	32
0x16d2	0x173f	0x173a++0	4
0x16df	0x173f	0x16af++4	32
0x16e3	0x173f	0x16af++36	32
0x170a	0x173f	0x16af++68	32
0x1730	0x173f	0x16af++100	32
0x178c	0x1791	0x0	32
0x17ea	0x17ef	0x0	32
0x183c	0x1873	0x181c++0	32
0x1842	0x18ba	0x181c++32	32
0x185a	0x185f	0x0	32
0x1949	0x1990	0x198b++0	4
0x1956	0x1990	0x1926++4	32
0x195a	0x1990	0x1926++36	32
0x1981	0x1990	0x1926++68	32
0x19f7	0x19fc	0x0	32
0x1a1e	0x1a23	0x0	32
0x1a7d	0x1a82	0x0	32
0x1aa9	0x1aae	0x0	32
0x1aeb	0x1af0	0x0	32
0x1bc5	0x1c0c	0x1c07++0	4
0x1bd2	0x1c0c	0x1ba2++4	32
0x1bd6	0x1c0c	0x1ba2++36	32
0x1bfd	0x1c0c	0x1ba2++68	32
0x1c20	0x1c25	0x0	32
0x1c61	0x1c66	0x0	32
0x1cfb	0x1d42	0x1d3d++0	4
0x1d08	0x1d42	0x1cd8++4	32
0x1d0c	0x1d42	0x1cd8++36	32
0x1d33	0x1d42	0x1cd8++68	32
0x1daa	0x1daf	0x0	32
0x1dd1	0x1dd6	0x0	32
0x1e30	0x1e35	0x0	32
0x1e5c	0x1e61	0x0	32
0x1e9f	0x1ea4	0x0	32
