0x0		0x0
0x40		0x40
0x1		0x1
0x3f		0x3f
0x60		0x60
0x1f		0x1f
0x4		0x4
0x2		0x2
0x3		0x3
0x5		0x5
0x6		0x6
0x7		0x7
0x8		0x8
0x9		0x9
0xa		0xa
0xb		0xb
0xc		0xc
0xd		0xd
0xe		0xe
0xf		0xf
0x10		0x10
0x11		0x11
0x12		0x12
0x13		0x13
0x14		0x14
0x15		0x15
0x16		0x16
0x1e		0x1e
0x21		0x21
0x26		0x26
0x27		0x27
0x28		0x28
0x29		0x29
0x2a		0x2a
0x2b		0x2b
0x2c		0x2c
0x2d		0x2d
0x2e		0x2e
0x2f		0x2f
0x30		0x30
0x31		0x31
0x32		0x32
0x33		0x33
0x34		0x34
0x35		0x35
0x36		0x36
0x37		0x37
0x38		0x38
0x39		0x39
0x3a		0x3a
0x3b		0x3b
0x3c		0x3c
0x3d		0x3d
0x3e		0x3e
0x41		0x41
0x42		0x42
0x43		0x43
0x44		0x44
0x45		0x45
0x46		0x46
0x47		0x47
0x48		0x48
0x49		0x49
0x4a		0x4a
0x4b		0x4b
0x4c		0x4c
0x4d		0x4d
0x4e		0x4e
0x4f		0x4f
0x50		0x50
0x51		0x51
0x52		0x52
0x53		0x53
0x54		0x54
0x55		0x55
0x56		0x56
0x57		0x57
0x58		0x58
0x59		0x59
0x5a		0x5a
0x5b		0x5b
0x5d		0x5d
0x5e		0x5e
0x5f		0x5f
0x61		0x61
0x62		0x62
0x6a		0x6a
0x6b		0x6b
0x6c		0x6c
0x6d		0x6d
0x6e		0x6e
0x6f		0x6f
0x70		0x70
0x71		0x71
0x72		0x72
0x7a		0x7a
0x7b		0x7b
0x7c		0x7c
0x7d		0x7d
0x7e		0x7e
0x7f		0x7f
0x80		0x80
0x82		0x82
0x83		0x83
0x84		0x84
0x85		0x85
0x86		0x86
0x88		0x88
0x89		0x89
0x90		0x90
0x91		0x91
0x92		0x92
0x93		0x93
0x94		0x94
0x95		0x95
0x9d		0x9d
0x9e		0x9e
0x9f		0x9f
0xa0		0xa0
0xa1		0xa1
0xa7		0xa7
0xa8		0xa8
0xa9		0xa9
0xaa		0xaa
0xb1		0xb1
0xb2		0xb2
0xb3		0xb3
0xb4		0xb4
0xb8		0xb8
0xbe		0xbe
0xbf		0xbf
0xc0		0xc0
0xc1		0xc1
0xc2		0xc2
0xc4		0xc4
0xc5		0xc5
0xc6		0xc6
0xc7		0xc7
0xc8		0xc8
0xc9		0xc9
0xd1		0xd1
0xd2		0xd2
0xd3		0xd3
0xd4		0xd4
0xd5		0xd5
0xd6		0xd6
0xd7		0xd7
0xdb		0xdb
0xdc		0xdc
0xdd		0xdd
0xde		0xde
0xdf		0xdf
0xe0		0xe0
0xe1		0xe1
0xe6		0xe6
0xe7		0xe7
0xe8		0xe8
0xe9		0xe9
0xea		0xea
0xeb		0xeb
0xec		0xec
0xf0		0xf0
0xf1		0xf1
0xf2		0xf2
0xf3		0xf3
0xf4		0xf4
0xf5		0xf5
0xf6		0xf6
0xf7		0xf7
0xf8		0xf8
0xf9		0xf9
0xfa		0xfa
0xfb		0xfb
0xfc		0xfc
0xfd		0xfd
0xfe		0xfe
0xff		0xff
0x100		0x100
0x101		0x101
0x102		0x102
0x109		0x109
0x10b		0x10b
0x10c		0x10c
0x10f		0x10f
0x110		0x110
0x111		0x111
0x112		0x112
0x113		0x113
0x114		0x114
0x115		0x115
0x116		0x116
0x117		0x117
0x118		0x118
0x119		0x119
0x11f		0x11f
0x121		0x121
0x125		0x125
0x12c		0x12c
0x12d		0x12d
0x12e		0x12e
0x12f		0x12f
0x132		0x132
0x133		0x133
0x134		0x134
0x135		0x135
0x136		0x136
0x137		0x137
0x138		0x138
0x139		0x139
0x13a		0x13a
0x13b		0x13b
0x13c		0x13c
0x13d		0x13d
0x141		0x141
0x142		0x142
0x143		0x143
0x144		0x144
0x148		0x148
0x149		0x149
0x14a		0x14a
0x14b		0x14b
0x14c		0x14c
0x14d		0x14d
0x14e		0x14e
0x154		0x154
0x155		0x155
0x156		0x156
0x157		0x157
